item_name,item_id,item_category_id,sales_volumn,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,total_sales,initial_date,medianPrice
БИЛЬЯРДИСТ (BD),8894,37,80.0,9969.2,3289.0,3284.0,1194.0,398.0,776.2,1063.6,299.0,299.0,0.0,0.0,20572.0,01.01.2013,299.0
БИТВА ЗА ИМПЕРИЮ,8895,40,1.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,18.05.2013,299.0
БИТВА ЗА ИМПЕРИЮ (BD),8896,37,5.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,18.01.2013,28.0
БИТВА ЗА ИМПЕРИЮ (регион),8897,40,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,10.02.2013,98.0
БИТВА ЗА СЕВАСТОПОЛЬ,8898,40,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140218.54,43620.55,183839.09000000003,08.05.2015,499.0
БИТВА ЗА СЕВАСТОПОЛЬ (BD),8899,37,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75083.69,26860.0,101943.69,15.05.2015,799.0
БИТВА ТИТАНОВ,8900,40,2.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,07.03.2013,58.0
БИТВА ТИТАНОВ (2DVD),8901,40,4.0,0.0,0.0,0.0,84.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,05.12.2013,28.0
БИТВА ТИТАНОВ (BD),8902,37,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,10465.0,10964.0,06.03.2015,299.0
БИТВА ТИТАНОВ (Регион),8903,40,70.0,4245.0,1639.0,2160.0,490.0,58.0,84.0,0.0,0.0,0.0,0.0,0.0,8676.0,02.01.2013,149.0
БИТТЛ ДЖЮС (регион),8904,40,7.0,0.0,200.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,20.04.2013,28.0
БЛАГОЧЕСТИВАЯ МАРТА (rem),8905,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,249.0,27.07.2015,249.0
БЛАДРЕЙН (BD),8906,37,17.0,1490.0,398.0,0.0,149.0,328.0,0.0,0.0,179.0,0.0,0.0,0.0,2544.0,04.01.2013,149.0
БЛАДРЕЙН 3 (BD),8907,37,9.0,788.0,156.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,971.0,02.01.2013,98.0
БЛАДРЕЙН 3 (DVD+BD),8908,40,16.0,1086.0,394.0,330.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.0,02.01.2013,148.0
БЛАДРЕЙН/ БЛАДРЕЙН 2 (BD),8909,37,6.0,446.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,03.01.2013,148.0
БЛИЗНЕЦЫ (регион),8910,40,17.0,750.0,447.0,447.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389.0,06.01.2013,149.0
БЛИЗНЕЦЫ-ДРАКОНЫ,8911,40,55.0,3392.0,4183.0,2396.0,1245.0,792.0,492.0,55.0,0.0,0.0,0.0,0.0,12555.0,05.03.2013,249.0
БЛИНДАЖ,8912,40,4.0,897.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,09.01.2013,299.0
БЛИНДАЖ (регион),8913,40,149.0,7116.0,3567.0,4601.0,4023.0,1192.0,596.0,0.0,0.0,0.0,0.0,0.0,21095.0,02.01.2013,149.0
БЛОКБАСТЕР,8914,40,11.0,596.0,1142.0,198.0,246.0,98.0,28.0,0.0,0.0,0.0,0.0,0.0,2308.0,03.01.2013,248.0
БЛОКБАСТЕР 2D (BD),8915,37,6.0,498.0,398.0,298.0,198.0,198.0,0.0,0.0,0.0,28.0,0.0,0.0,1618.0,02.01.2013,298.0
БЛОНДИНКА В ЗАКОНЕ (BD),8916,37,3.0,0.0,0.0,0.0,0.0,0.0,374.37,375.8,0.0,0.0,499.0,0.0,1249.17,01.06.2014,375.8
БЛОНДИНКА В ЗАКОНЕ 2 (BD),8917,37,5.0,0.0,58.0,0.0,0.0,0.0,224.31,225.18,0.0,0.0,466.0,0.0,973.49,11.06.2013,225.18
БЛОНДИНКА В ЭФИРЕ,8918,40,187.0,0.0,0.0,0.0,0.0,0.0,0.0,50586.5,5581.0,2778.0,1630.0,883.0,61458.5,24.07.2014,399.0
БЛОНДИНКА В ЭФИРЕ (BD),8919,37,98.0,0.0,0.0,0.0,0.0,0.0,0.0,21799.0,2792.0,2880.0,3308.0,2634.4,33413.4,24.07.2014,335.0
БЛУДЛИВАЯ КАЛИФОРНИЯ. СЕЗОН 1,8920,40,62.0,8968.0,5881.0,2293.0,598.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,17938.0,18.01.2013,299.0
БЛУДЛИВАЯ КАЛИФОРНИЯ. СЕЗОН 2,8921,40,49.0,6279.0,4685.0,1794.0,598.0,198.0,148.0,68.0,0.0,28.0,0.0,0.0,13798.0,22.02.2013,299.0
БЛУДЛИВАЯ КАЛИФОРНИЯ. СЕЗОН 3,8922,40,43.0,6877.0,3887.0,598.0,299.0,594.0,0.0,0.0,0.0,28.0,0.0,0.0,12283.0,22.02.2013,299.0
БЛУДЛИВАЯ КАЛИФОРНИЯ. СЕЗОН 4,8923,40,42.0,7774.0,2990.0,299.0,497.0,396.0,0.0,0.0,0.0,28.0,0.0,0.0,11984.0,22.02.2013,299.0
БЛУДЛИВАЯ КАЛИФОРНИЯ. СЕЗОН 5,8924,40,42.0,0.0,299.0,6464.05,2990.0,1794.0,598.0,299.0,0.0,0.0,0.0,0.0,12444.05,29.06.2013,299.0
БЛЭЙД-2 (регион),8925,40,19.0,736.4,199.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.4,03.01.2013,58.0
БОБ МАРЛИ,8926,40,43.0,4650.0,845.0,2480.0,1236.0,592.0,196.0,55.0,28.0,0.0,0.0,0.0,10082.0,06.01.2013,248.0
БОБЁР (регион),8927,40,7.0,294.0,98.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,16.01.2013,98.0
БОББИ ФИШЕР ПРОТИВ ВСЕГО МИРА,8928,40,11.0,2315.0,248.0,248.0,248.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,3207.0,18.01.2013,349.0
БОБЕР,8929,40,8.0,272.0,174.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,02.02.2013,58.0
БОБЕР (BD),8930,37,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506.0,7025.7800000000025,2644.0,1202.95,14378.730000000005,13.12.2014,99.0
БОБРО ПОРЖАЛОВАТЬ (регион),8931,40,3.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,02.01.2013,98.0
БОГИ АРЕНЫ,8932,40,4.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,18.01.2013,299.0
БОГИНЯ,8933,40,15.0,0.0,0.0,2793.0,1836.0,798.0,399.0,0.0,0.0,0.0,0.0,0.0,5826.0,05.09.2013,399.0
БОГУШЕВСКАЯ ИРИНА  Шёлк,8934,55,13.0,1194.0,294.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,26.01.2013,98.0
БОДИФЛЕКС,8935,40,28.0,3086.0,1692.0,199.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,02.01.2013,199.0
БОДИФЛЕКС - ТРЕХЭТАПНОЕ ДЫХАНИЕ. ПРОДВИНУТЫЙ УРОВЕНЬ,8936,40,54.0,4977.0,3384.0,1194.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10152.0,02.01.2013,199.0
БОДИФЛЕКС ДЛЯ ЖЕНЩИН 40+,8937,40,98.0,5257.0,3045.0,652.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9251.0,02.01.2013,99.0
БОДИФЛЕКС: Базовый уровень,8938,40,50.0,2550.0,1799.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4745.0,03.01.2013,99.0
БОЕВИК/ТРИЛЛЕР: Повелитель бури+Переправа (BD),8939,37,5.0,0.0,0.0,499.0,0.0,0.0,0.0,998.0,998.0,0.0,0.0,0.0,2495.0,05.08.2013,499.0
БОЕВИКИ (4DVD),8940,41,100.0,12672.0,8130.0,2990.0,3587.0,597.0,347.0,0.0,0.0,0.0,0.0,0.0,28323.0,03.01.2013,299.0
БОЕВИКИ. ТРИЛЛЕРЫ. ФАНТАСТИКА  (КОЛЛ. 4 DVD),8941,41,46.0,7853.0,1992.0,498.0,448.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,10939.0,06.01.2013,249.0
БОЕВОЙ КОНЬ (BD),8942,37,189.0,9270.0,12511.71,12299.399999999998,3237.0,2241.0,2126.0,746.0,0.0,398.0,0.0,0.0,42829.11,03.01.2013,249.0
БОЕВОЙ КОНЬ wd,8943,40,82.0,7905.0,8253.9,6980.0,3141.0,1396.0,349.0,0.0,0.0,0.0,28.0,0.0,28052.9,01.01.2013,349.0
БОЕЦ (BD),8944,37,288.0,0.0,0.0,8352.15,10346.04,11193.590000001,2713.2,2285.02,1556.19,447.0,0.0,0.0,36893.190000001014,13.07.2013,149.0
БОЕЦ (DVD+BD),8945,40,6.0,298.0,447.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,09.03.2013,149.0
БОЕЦ (регион),8946,40,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,22.01.2013,58.0
"БОЖЕ, БЛАГОСЛОВИ АМЕРИКУ! КИНО БЕЗ ГРАНИЦ",8947,40,6.0,396.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,22.02.2013,58.0
БОИ БЕЗ ПРАВИЛ,8948,40,11.0,540.0,272.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,10.01.2013,98.0
БОЙ БЕЗ ПРАВИЛ (BD),8949,37,9.0,0.0,0.0,0.0,0.0,0.0,332.67,702.29,199.0,0.0,199.0,199.0,1631.96,30.04.2014,151.7
БОЙ С ТЕНЬЮ 3D: ПОСЛЕДНИЙ РАУНД,8950,40,53.0,1721.0,1269.0,996.0,759.0,207.0,69.0,29.0,86.0,0.0,28.0,0.0,5164.0,14.01.2013,69.0
БОЙ С ТЕНЬЮ 3D: ПОСЛЕДНИЙ РАУНД (3D BD),8951,38,72.0,4714.0,2724.0,944.0,1341.0,596.0,298.0,297.0,594.0,198.0,198.0,0.0,11904.0,02.01.2013,199.0
БОЙКО ИГОРЬ  Anything Can Be (фирм.),8952,55,15.0,3591.0,1995.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5985.0,10.01.2013,399.0
БОЙКО ИГОРЬ  Собрание сочинений  Антология (фирм.),8953,55,13.0,3480.0,1197.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4965.0,03.01.2013,399.0
БОЙФРЕНД ИЗ БУДУЩЕГО,8954,40,369.0,0.0,0.0,0.0,0.0,108097.05,16507.2,7138.5,3990.0,1197.0,798.0,399.0,138126.75,28.01.2014,399.0
БОЙФРЕНД ИЗ БУДУЩЕГО (BD),8955,37,210.0,0.0,0.0,0.0,0.0,44449.05,14659.26,11068.420000000002,4577.27,7481.410000000003,1435.04,0.0,83670.45000000001,28.01.2014,499.0
БОЙЦОВАЯ РЫБКА (регион),8956,40,14.0,596.0,1192.0,0.0,149.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,1995.0,17.02.2013,149.0
БОЙЦОВСКИЙ КЛУБ,8957,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
БОЙЦОВСКИЙ КЛУБ (BD),8958,37,420.0,17570.63,11477.0,11602.0,9481.0,10604.0,25714.49,23196.02,17458.620000000006,24031.65,11412.41,15681.2,178229.02000000005,02.01.2013,499.0
БОКСЕР,8959,40,8.0,1391.0,248.0,0.0,198.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,2033.0,02.01.2013,254.0
БОЛТ И БЛИП СПЕШАТ НА ПОМОЩЬ,8960,40,96.0,20097.0,2890.0,1960.0,1267.0,387.0,269.0,197.0,0.0,56.0,0.0,0.0,27123.0,01.01.2013,399.0
БОЛЬШАЯ АФЕРА (регион),8961,40,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,6140.2,3132.0,10793.2,24.03.2015,169.0
БОЛЬШАЯ ВЕЧЕРИНКА,8962,40,21.0,4188.0,2094.0,349.0,0.0,298.0,0.0,99.0,0.0,0.0,0.0,0.0,7028.0,04.01.2013,349.0
БОЛЬШАЯ ИГРА (BD),8963,37,126.0,16904.0,5489.0,9279.0,7884.2,3493.0,4449.58,2406.13,1849.27,3894.18,998.0,998.0,57644.35999999999,03.01.2013,499.0
БОЛЬШАЯ ИГРА (uni),8964,40,1.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,17.01.2013,198.0
БОЛЬШАЯ КОЛЛЕКЦИЯ ФИЛЬМОВ. БОЕВИКИ,8965,41,52.0,3941.0,1408.0,745.0,596.0,294.0,98.0,0.0,58.0,28.0,0.0,0.0,7168.0,02.01.2013,149.0
БОЛЬШАЯ КОЛЛЕКЦИЯ ФИЛЬМОВ. МЕЛОДРАМЫ,8966,41,8.0,545.0,196.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,02.01.2013,98.0
БОЛЬШАЯ ПЕРЕМЕНА  Серии 1-4  2DVD,8967,40,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,2190.0,18.08.2015,149.0
БОЛЬШАЯ ПЕРЕМЕНА (1-2 СЕРИИ) (rem),8968,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
БОЛЬШАЯ ПЕРЕМЕНА (3-4 СЕРИИ) (rem),8969,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
БОЛЬШАЯ ПЕРЕМЕНА (rem) (2DVD),8970,40,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,0.0,599.0,0.0,1198.0,06.11.2014,599.0
БОЛЬШАЯ ПЕРЕМЕНА 1-2 (регион),8971,40,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1714.7,4016.8,2533.0,1914.0,396.0,10574.5,19.07.2014,149.0
БОЛЬШАЯ ПЕРЕМЕНА 3-4 (регион),8972,40,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816.0,2980.0,2235.0,596.0,7627.0,02.10.2014,149.0
БОЛЬШАЯ РЖАКА,8973,40,29.0,2205.1,1046.0,980.0,1018.0,352.0,202.0,0.0,0.0,0.0,28.0,0.0,5831.1,08.01.2013,198.0
БОЛЬШАЯ СВАДЬБА,8974,40,502.0,0.0,0.0,148522.90000000098,39324.0,6783.0,1197.0,399.0,0.0,0.0,0.0,0.0,196225.90000000093,12.08.2013,399.0
БОЛЬШАЯ СВАДЬБА (BD),8975,37,78.0,0.0,0.0,29789.0,8235.0,3843.0,549.0,0.0,0.0,0.0,0.0,0.0,42416.0,12.08.2013,549.0
БОЛЬШАЯ СВАДЬБА (регион),8976,40,150.0,0.0,0.0,0.0,3943.0,6984.0,4244.0,3128.0,1511.0,588.0,58.0,170.0,20626.0,23.11.2013,149.0
БОЛЬШЕ ЧЕМ ЛЮБОВЬ wd,8977,40,11.0,447.0,364.0,392.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,17.01.2013,98.0
БОЛЬШЕ ЧЕМ ЛЮБОВЬ/ЖЕНА СВЯЩЕННИКА (2 DVD),8978,40,6.0,290.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,05.01.2013,58.0
"БОЛЬШЕ, ЧЕМ ЛЮБОВЬ (BD)",8979,37,36.0,3192.0,3591.0,3591.0,2793.0,0.0,798.0,0.0,0.0,399.0,0.0,0.0,14364.0,03.03.2013,399.0
"БОЛЬШЕ, ЧЕМ СЕКС (регион)",8980,40,92.0,4922.0,2759.0,2610.0,1120.0,894.0,596.0,253.3,149.0,0.0,0.0,0.0,13303.3,05.01.2013,149.0
БОЛЬШИЕ ГЛАЗА,8981,40,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11970.0,34968.0,4389.0,51327.0,27.03.2015,399.0
БОЛЬШИЕ ДЕНЬГИ э. (BD),8982,37,36.0,826.0,1490.0,1043.0,1192.0,447.0,0.0,298.0,0.0,0.0,0.0,0.0,5296.0,07.01.2013,149.0
БОЛЬШИЕ МАМОЧКИ. СЫН КАК ОТЕЦ,8983,40,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,04.01.2013,28.0
"БОЛЬШИЕ МАМОЧКИ. СЫН, КАК ОТЕЦ (BD+DVD)",8984,37,16.0,1324.0,788.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.0,02.01.2013,148.0
БОЛЬШИЕ НАДЕЖДЫ,8985,40,295.0,70516.2,19473.4,4886.0,3141.0,1047.0,596.0,0.0,149.0,0.0,0.0,0.0,99808.6,02.03.2013,349.0
БОЛЬШИЕ НАДЕЖДЫ (BD),8986,37,98.0,19283.0,8305.0,1497.0,2495.0,499.0,298.0,149.0,149.0,69.0,1287.0,1089.0,35120.0,07.03.2013,499.0
"БОЛЬШОЕ КИНО. Сборник(Война,Брукс,Турнир) (3BD)",8987,37,7.0,1098.0,549.0,1098.0,0.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,3843.0,02.01.2013,549.0
БОЛЬШОЕ ПУТЕШЕСТВИЕ В ГЛУБЬ ОКЕАНОВ (BD),8988,37,99.0,58.0,4691.49,5494.01,1322.0,894.0,149.0,545.0,98.0,0.0,0.0,0.0,13251.5,16.03.2013,149.0
БОЛЬШОЕ ПУТЕШЕСТВИЕ ВГЛУБЬ ОКЕАНОВ (регион),8989,40,77.0,3038.0,2086.0,1937.0,1490.0,2086.0,447.0,149.0,0.0,0.0,0.0,0.0,11233.0,02.01.2013,149.0
БОЛЬШОЕ ПУТЕШЕСТВИЕ ВГЛУБЬ ОКЕАНОВ. ВОЗВРАЩЕНИЕ (регион),8990,40,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,02.01.2013,28.0
БОЛЬШОЙ ГОД,8991,40,49.0,10237.0,2394.0,1745.0,396.0,505.0,86.0,0.0,0.0,0.0,0.0,0.0,15363.0,01.01.2013,399.0
БОЛЬШОЙ КУШ (BD),8992,37,19.0,5349.0,1439.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7187.0,02.01.2013,399.0
БОЛЬШОЙ КУШ (регион),8993,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
БОЛЬШОЙ ЛЕБОВСКИ (BD),8994,37,57.0,6319.82,3493.0,3493.0,3493.0,0.0,4734.83,1836.73,499.0,363.0,0.0,499.0,24731.38,04.01.2013,499.0
БОЛЬШОЙ ПЕРЕПОЛОХ В МАЛЕНЬКОМ КИТАЕ (BD),8995,37,8.0,0.0,0.0,0.0,0.0,0.0,1531.3200000000006,299.0,0.0,0.0,0.0,0.0,1830.3200000000006,25.04.2014,217.5
БОЛЬШОЙ ФИЛЬМ ПРО ПОРОСЕНКА (регион),8996,40,8.0,596.0,225.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,12.01.2013,149.0
БОМБА,8997,40,68.0,0.0,0.0,0.0,7969.0,8567.0,2093.0,793.0,299.0,299.0,0.0,0.0,20020.0,18.12.2013,299.0
БОМЖ С ДРОБОВИКОМ (BD),8998,37,7.0,248.0,0.0,596.0,149.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.0,22.01.2013,149.0
БОМЖ С ДРОБОВИКОМ (регион),8999,40,8.0,149.0,247.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,19.01.2013,98.0
БОНД 50 (23 BD),9000,41,219.0,419287.71,187746.9,231942.9,126909.0,18936.0,11191.67,11997.0,0.0,0.0,0.0,2850.0,1010861.18,01.01.2013,3999.0
БОНД 50+СКАЙФОЛЛ (24 BD),9001,41,469.0,1182578.5,232667.0,244764.0,249254.0,200301.0,76502.33,80390.45999999999,185443.4,234129.67,112487.11,205566.0,3004083.47,12.02.2013,6799.0
БОРДЖИА. Сезон 1,9002,40,130.0,0.0,4087.0,21517.05,4984.0,5382.0,1495.0,299.0,0.0,0.0,0.0,0.0,37764.05,26.06.2013,299.0
БОРДЖИА. Сезон 2,9003,40,129.0,0.0,3489.0,17430.05,2691.0,7176.0,2691.0,1491.5,0.0,696.0,0.0,0.0,35664.55,23.06.2013,299.0
БОРЗОВ НАЙК  Везде и нигде  LP,9004,58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198.0,0.0,0.0,0.0,2198.0,10.11.2014,1099.0
БОРИС ГОДУНОВ,9005,40,30.0,2674.0,2325.0,698.0,1627.0,1047.0,845.0,0.0,0.0,0.0,0.0,0.0,9216.0,05.01.2013,349.0
БОРИС ГОДУНОВ (регион),9006,40,29.0,1490.0,1039.0,406.0,144.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,3107.0,03.01.2013,149.0
БОРН. ТРИЛОГИЯ (BD),9007,37,27.0,11083.97,4647.0,11869.85,1199.0,3357.0,1874.28,0.0,0.0,0.0,0.0,0.0,34031.1,03.01.2013,1199.0
БОСИКОМ ПО МОСТОВОЙ (регион),9008,40,42.0,2579.0,1141.0,686.0,686.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,5190.0,05.01.2013,149.0
БОСИКОМ ПО СЛИЗНЯКАМ,9009,40,22.0,0.0,0.0,0.0,0.0,0.0,8147.559999999998,0.0,0.0,0.0,0.0,0.0,8147.559999999998,29.04.2014,399.0
БОЯРСКИЙ МИХАИЛ  Лучшие песни  2,9010,55,223.0,4687.0,2100.0,6169.0,5373.0,4179.0,3184.0,4776.0,4677.05,3582.0,2658.0,2519.0,43904.05,02.01.2013,199.0
БОЯРСКИЙ МИХАИЛ  Любовное настроение,9011,55,1.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,02.11.2013,58.0
БРАВО  30 лет  Концерт в Stadium Live  2CD (фирм.),9012,55,151.0,0.0,0.0,0.0,0.0,0.0,30521.0,6384.0,7182.0,5610.0,4389.0,3990.0,58076.0,06.04.2014,399.0
БРАВО  Браво 30 лет  Концерт в Stadium Live  2LP,9013,58,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9245.0,11094.0,5547.0,7296.0,5546.5,38728.5,22.08.2014,1849.0
БРАВО  Мода,9014,55,29.0,2189.0,1194.0,1791.0,398.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,5771.0,02.01.2013,199.0
БРАВО  Навсегда (фирм.),9015,55,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,399.0
БРАТВА ИЗ ДЖУНГЛЕЙ,9016,40,108.0,0.0,23460.399999998997,12145.2,698.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,37001.599999999,04.06.2013,349.0
БРАТВА ИЗ ДЖУНГЛЕЙ (регион),9017,40,84.0,0.0,0.0,0.0,3656.0,3278.0,2836.0,1192.0,596.0,447.0,0.0,198.0,12203.0,01.11.2013,149.0
БРАТЕЦ КРОЛИК И БРАТЕЦ ЛИС сб. м/ф,9018,40,26.0,0.0,0.0,0.0,2758.0,447.0,447.0,0.0,0.0,0.0,0.0,0.0,3652.0,12.10.2013,149.0
БРАТЕЦ МЕДВЕЖОНОК (регион),9019,40,287.0,3731.0,6743.369999999999,4494.0,5378.0,7437.0,5503.0,1788.0,1851.0,760.0,183.0,325.0,38193.37,03.01.2013,149.0
БРАТЕЦ МЕДВЕЖОНОК 2 (регион),9020,40,76.0,0.0,2996.57,4465.6,2235.0,225.0,523.0,225.0,0.0,0.0,0.0,0.0,10670.17,22.05.2013,149.0
БРАТЕЦ МЕДВЕЖОНОК 2 М/Ф (BD),9021,37,38.0,399.0,7581.0,1596.0,1596.0,1995.0,1197.0,798.0,0.0,0.0,0.0,0.0,15162.0,30.03.2013,399.0
БРАТЕЦ МЕДВЕЖОНОК 2 м/ф (Регион),9022,40,59.0,2837.0,1685.8000000000006,1426.0,388.0,139.0,28.0,0.0,0.0,0.0,0.0,0.0,6503.8,01.01.2013,98.0
БРАТЕЦ МЕДВЕЖОНОК М/Ф (BD),9023,37,67.0,399.0,10772.9,3591.0,2394.0,2793.0,1995.0,798.0,798.0,2394.0,399.0,0.0,26333.9,30.03.2013,399.0
БРАТЦ. КОРОЛЕВА ВЫПУСКНОГО БАЛА (регион),9024,40,6.0,447.0,298.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,02.01.2013,149.0
БРАТЦ. МЕЧТЫ СБЫВАЮТСЯ,9025,40,4.0,199.0,398.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,02.02.2013,199.0
БРАТЦ. МЕЧТЫ СБЫВАЮТСЯ (регион),9026,40,10.0,196.0,98.0,348.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,19.02.2013,58.0
БРАТЦ. ПРИКЛЮЧЕНИЯ В ЛОНДОНЕ (Регион),9027,40,8.0,258.0,196.0,56.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,15.02.2013,98.0
БРАТЬЯ (ДОРОГОЙ ДЖОН В ПОДАРОК),9028,40,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,06.04.2013,28.0
БРАТЬЯ БЛЮЗ (1980) (BD),9029,37,20.0,1228.0,732.0,0.0,0.0,0.0,1350.25,407.5,598.0,498.34,199.0,299.0,5312.09,03.01.2013,248.0
БРАТЬЯ КАРАМАЗОВЫ (Регион),9030,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
БРАТиЯ,9031,40,71.0,8703.0,894.0,790.0,965.0,817.0,394.0,194.0,0.0,28.0,0.0,0.0,12785.0,25.01.2013,148.0
БРЕЖНЕВА ВЕРА  Ververa (фирм.),9032,55,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11970.0,22504.38,34474.380000000005,17.06.2015,399.0
БРЕМЕНСКИЕ МУЗЫКАНТЫ  м/ф (Регион) (Лизард),9033,40,680.0,16656.0,12906.0,14382.95,13492.0,13869.55,8940.0,2836.0,4028.7,5142.74,3312.0,1687.09,97253.03,01.01.2013,149.0
БРЕМЕНСКИЕ МУЗЫКАНТЫ (BD),9034,37,77.0,694.0,198.0,592.0,3781.0,5373.0,1592.0,2388.0,0.0,0.0,498.0,599.0,15715.0,13.01.2013,199.0
